1,49.08
2,53.46
3,57.62
4,60.55
5,63.34
6,66.67
7,69.70
8,72.47
9,75.12
10,77.29
11,79.78
12,81.25
13,83.87
14,85.25
15,87.11
16,88.71
17,90.62
18,92.96
19,95.39
20,93.63
